,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
114,Mozambique,Tropical Cyclone Idai in mozambique,MOZ003,-,-,-,3.1,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2.5,2.6,2.8,2.9,2.9,2.9,2,2,3.5,3.4,3.4,3.4,3.4,3.4
116,Mozambique,Tropical Cyclone Kenneth in Mozambique,MOZ005,-,-,-,-,2.7,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,Mozambique,Food Security Crisis in Mozambique,MOZ006,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,2.8,2.9,2.9,3.2,3.3,3.3,3.3,3.3,3.3
118,Mozambique,Tropical Cyclone Eloise in Mozambique,MOZ007,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2
119,Mauritania,Complex situation in Mauritania,MRT001,-,-,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120,Mauritania,Refugees from Mali in Mauritania,MRT002,Stable,-,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
121,Mauritania,Food Security in Mauritania,MRT003,Stable,-,3,3,3,2.7,2.8,2.9,2.9,2.9,2.9,2.8,2.8,2.6,2.6,2.6,2.6,2.6,2.6,2.6,3,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
122,Malawi,Complex crisis in Malawi,MWI002,Stable,-,-,2.9,3,3.1,3.1,3.1,2.7,2.7,2.5,2.5,2.5,2.6,2.6,2.7,2.7,2.6,2.7,2.7,2.6,2.6,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
123,Malawi,Tropical Cyclone Idai in Malawi,MWI003,-,-,-,-,-,2.7,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
124,Malaysia,International Refugees in Malaysia,MYS001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,1.6,1.6,1.7
125,Namibia,Food Security Crisis in Namibia,NAM002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
126,Niger,Multiple crises in Niger,NER001,Stable,-,3.1,3.2,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
127,Niger,Boko Haram in Niger,NER002,Stable,-,3.1,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.4,3.4,3.4,3.4,2.9,2.9,2.9,2.9,2.9,2.9
128,Niger,Mali/Burkina Faso conflict,NER003,Stable,-,2.4,2.6,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
129,Niger,Nigerian Refugees,NER004,Stable,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.5,2.5,2.5,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.6
130,Niger,Floods in Niger,NER005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.9,2.9,2.9,-,-,-,-,-
131,Nigeria,Complex crisis in Nigeria,NGA001,Stable,3.5,3.5,4,4.1,3.8,3.8,4.1,4.1,4.1,4.1,4.1,4.1,4,4,3.7,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4,4,4,4.1,4.1,4.1,4.1,4.1
132,Nigeria,Food insecurity in Nigeria,NGA002,-,3.6,3.6,3.5,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
133,Nigeria,Middle belt conflict,NGA003,Stable,2.1,2,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6
134,Nigeria,Boko Haram crisis in Nigeria,NGA004,Stable,4,4,4,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4,4.1,4.1,4.1,4,4.1,4.1,4.1,4.1
135,Nigeria,Cameroon refugees in Nigeria,NGA005,-,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
136,Nigeria,Northwest Banditry,NGA007,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.6,2.6,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7
137,Nigeria,Cameroonian Refugees in Nigeria,NGA008,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,2,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1.9
138,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,-,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
139,Nicaragua,Hurricane Eta and Iota in Nicaragua,NIC002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.2,2.2
140,Nepal,Floods in Nepal,NPL002,-,-,-,-,-,-,-,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
141,Pakistan,Complex crisis in Pakistan,PAK001,Increasing,-,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.8,3.8
142,Pakistan,Drought in Pakistan,PAK002,-,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
143,Pakistan,Conflict in Pakistan,PAK003,-,-,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
144,Pakistan,Kashmir conflict in Pakistan,PAK004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
145,Panama,Venezuela displacement in Panama,PAN002,-,-,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
146,Peru,Venezuela displacement in Peru,PER002,Stable,-,1.5,1.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.3,2.3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7
147,Philippines,Multiple crises in the Philippines,PHL001,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,3.4,2.7,2.4,2.4,2.5,2.5,2.5,2.5,2.4,3,3,3,3,3,3,-,-
148,Philippines,Mindanao conflict,PHL003,Increasing,-,-,1.1,1.8,2,1.8,2.2,2.2,2.2,2.1,2.2,2.2,2.2,2.4,2.4,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4
149,Philippines,Mindanao Earthquake,PHL004,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,-,-
150,Philippines,Typhoon Tisoy,PHL005,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
151,Philippines,Typhoon Phanfone,PHL006,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
152,Philippines,Taal Volcano in Philippines,PHL007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
153,Philippines,Typhoon Ambo Philippines,PHL008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
154,Philippines,Typhoon Goni (Rolly) and Typhoon Vamco (Ulysses),PHL009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-
155,Papua New Guinea,Complex crisis in PNG,PNG002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
156,DPRK,Complex crisis in DPRK,PRK001,Increasing,3.6,3.6,3.6,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8
157,Palestine,Conflict in Palestine,PSE002,Stable,-,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4,4,4,4,4.1
158,"Nigeria,Niger,Chad,Cameroon",Regional Boko Haram Crisis,REG001,Increasing,-,-,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.2
159,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago",Venezuela Regional Crisis,REG002,Stable,-,-,-,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
160,"India,Pakistan",Regional Kashmir conflict,REG003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
161,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,Increasing,-,-,-,-,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.5,4.5,4.5,4.5,4.5
162,"Turkey,Greece",Eastern Mediterranean Route ,REG006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
163,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
164,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
165,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,Stable,-,-,-,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
166,"Lesotho,Madagascar,Malawi,Mozambique,Namibia,Eswatini,Zambia,Zimbabwe",Southern Africa Regional Food Security Crisis,REG012,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6
167,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
168,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,Stable,-,1.4,1.4,1.6,1.6,1.6,1.6,1.6,1.6,2.3,2.3,2.3,2.3,2.3,2,2,1.9,1.9,1.9,2,1.9,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9
169,Sudan,Complex crisis in Sudan,SDN001,Decreasing,-,3.9,3.9,4,3.9,4,4,4,4,4.1,4.1,4.1,4.1,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.3,4.3,4.2,4.2,4.3
170,Sudan,Conflict and food insecurity in Sudan,SDN002,-,-,3.9,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
171,Sudan,Eritrean refugees in Sudan,SDN003,-,-,2.1,2.1,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
172,Sudan,South Sudanese refugees in Sudan,SDN004,-,-,2.6,2.6,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
173,Sudan,Refugees in Sudan,SDN005,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4,3.9,3.9,3.8,3.8,3.5
174,Sudan,Floods in Sudan ,SDN006,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.6
175,Sudan,Refugees from Ethiopia,SDN007,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.1,2.1,2.4,2.4,2.5
176,Sudan,Violence West-Darfur,SDN008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.9
177,Senegal,Drought in Senegal,SEN002,Stable,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
178,El Salvador,Complex crisis in El Salvador,SLV001,Stable,-,2.8,2.8,3,3,3,3,3,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3,3,3,3,3,3,3,3,3
179,Somalia,Complex crisis in Somalia,SOM001,Increasing,3.6,3.6,3.6,4.1,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4,4,4,4,4.4,4.4,4.4,4.4
180,Somalia,Mixed Migration Flows in Somalia,SOM002,Decreasing,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,2,2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8
181,Somalia,Floods in Somalia,SOM004,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3
182,South Sudan,Complex crisis in South Sudan,SSD001,Stable,-,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3
183,South Sudan,Floods in South Sudan,SSD002,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,3.1,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
184,Eswatini,Food Security Crisis in Eswatini,SWZ001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
185,Syria,Syrian conflict,SYR001,Increasing,4.9,4.9,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.7,4.9,4.9,4.9,4.9,4.9
186,Chad,Complex crisis in Chad,TCD001,Stable,-,-,-,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
187,Chad,Drought in Chad,TCD002,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
188,Chad,Boko Haram in Chad,TCD003,Stable,-,-,-,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
189,Chad,CAR refugees in Chad,TCD004,Stable,-,-,-,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
190,Chad,Darfur refugees in Chad,TCD005,Stable,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
191,Chad,Tibesti Conflict in Chad,TCD006,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,2.7,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
192,Chad,Floods in Chad,TCD008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.6,2.6,2.6,2.6,-,-,-,-,-
193,Thailand,Multiple situations in Thailand,THA001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1.9,2,2,2,2,2
194,Thailand,Conflict in southern Thailand ,THA002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
195,Thailand,Myanmar refugees in Thailand,THA003,Stable,-,1.2,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
196,Timor Leste,Tropical Cyclone Seroja,TLS002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.3,1.3
197,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,Stable,-,0.9,0.9,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.7,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
198,Tunisia,Mixed migration flows in Tunisia,TUN002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
199,Turkey,Complex situation in Turkey,TUR001,Stable,-,-,-,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2
200,Turkey,Syrian Refugees in Turkey,TUR002,Stable,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
201,Turkey,Mixed Migration Flows in Turkey,TUR003,Stable,-,-,-,3.3,3.3,3.3,3.2,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
202,Turkey,Kurdish Conflict,TUR004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
203,Tanzania,International Displacement in Tanzania,TZA002,Stable,1.5,1.5,1.5,2.2,2.2,2.1,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.5,2.4,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
204,Uganda,Multiple crises in Uganda,UGA001,-,-,2.9,3,3.1,3.1,3,2.9,2.9,2.9,2.9,-,-,-,-,-,-,2.9,2.9,2.9,2.9,2.9,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.1,-
205,Uganda,South sudanese refugees in Uganda,UGA002,-,-,2.8,2.8,2.6,2.6,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
206,Uganda,DRC refugees in Uganda,UGA003,-,-,1.9,1.9,2.4,2.4,2.3,2.3,2.3,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
207,Uganda,Drought in Uganda,UGA004,-,-,2,2.2,2.4,2.4,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
208,Uganda,International Displacement in Uganda,UGA005,Stable,-,-,-,-,-,-,-,-,-,-,3,2.8,2.8,3,3,3,2.9,2.9,2.9,2.9,2.9,2.9,3,3,3,3,3,3,3,3
209,Uganda,Floods and Landslides in Uganda,UGA006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210,Ukraine,Conflict in Ukraine,UKR002,Stable,-,3.3,3.3,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
211,St. Vincent and the Grenadines,La Soufrière Volcano Eruption,VCT002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,1.5,1.5
212,Venezuela,Complex crisis in Venezuela,VEN001,Stable,4.2,4.2,4.2,3.9,3.9,4,4,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
213,Vietnam,Floods in central Vietnam,VNM002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,2.9,2.9,2.9,-,-
214,Vanuatu,Cyclone Harold in Vanuatu,VUT002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,2,2,2,2,2,2,2,2,2,2,2,-,-
215,Philippines,Monsoon in Philippines,XXX002,-,-,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
216,Philippines,Philippines,XXX003,-,-,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
217,Yemen,Conflict in Yemen,YEM001,Increasing,4.2,4.3,4.3,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.9,4.9
218,Yemen,Mixed migration flows in Yemen,YEM002,Decreasing,-,2.8,2.8,3,3,3,3,3,2.9,2.9,3,3,3,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.5,2.5
219,Zambia,Drought in Zambia,ZMB002,Stable,-,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
220,Zimbabwe,Complex crisis in Zimbabwe,ZWE001,Stable,-,3.6,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.7,3.7,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
221,Zimbabwe,Tropical Cyclone Idai in Zimbabwe,ZWE002,-,-,-,2.3,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
222,Zimbabwe,Malaria Outbreak in Zimbabwe,ZWE003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.6,2.6,2.6,2.6,-,-,-,-,-,-,-
