,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
165,"Lesotho,Madagascar,Malawi,Mozambique,Namibia,Eswatini,Tanzania,Zambia,Zimbabwe",Southern Africa Regional Food Security Crisis,REG012,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6,3.5,3.5,3.5,3.4,3.5,3.5,3.5,,,
166,Liberia,,LBR001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
167,Libya,Complex crisis in Libya,LBY001,Stable,-,3.9,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.2,4.2,4.2,4.2,4.2,4.1,,,
168,Libya,Mixed migration flows in Libya,LBY002,Decreasing,-,3.2,3.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.1,3.1,3,3,3,3,,,
169,Madagascar,Complex situation in Madagascar,MDG001,-,-,-,-,2.9,2.9,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
170,Madagascar,Drought in Madagascar,MDG002,Stable,-,-,-,2.9,2.9,2.9,2.8,2.8,2.6,2.4,2.4,2.4,2.7,2.8,2.7,2.7,2.6,2.6,2.6,2.6,2.6,,,
171,Madagascar,Measles in Madagascar,MDG003,-,-,-,-,2.4,2.4,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
172,Madagascar,Floods in Madagascar,MDG004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,,,
173,Madagascar,Complex Country Crisis in Madagascar,MDG005,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.6,2.5,2.5,2.5,2.6,2.6,2.6,2.6,,,
174,Malawi,,MWI001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
175,Malawi,Complex crisis in Malawi,MWI002,Decreasing,-,-,-,3,3.1,3.1,3.1,2.7,2.6,2.5,2.5,2.5,2.6,2.7,2.7,2.7,2.6,2.7,2.7,2.6,2.6,,,
176,Malawi,Tropical Cyclone Idai in Malawi,MWI003,-,-,-,-,-,2.7,2.6,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
177,Malaysia,,MYS001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
178,Maldives,,MDV001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
179,Mali,Complex crisis in Mali,MLI001,Stable,3.6,3.8,3.8,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,,,
180,Marshall Islands,,MHL001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
181,Mauritania,Complex situation in Mauritania,MRT001,-,-,2.9,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
182,Mauritania,Refugees from Mali in Mauritania,MRT002,Stable,-,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1.5,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.2,,,
183,Mauritania,Food Security in Mauritania,MRT003,Increasing,-,3,3,3,2.7,2.8,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3,2.9,,,
184,Mauritius,,MUS001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
185,Mexico,Multiple crisis in Mexico,MEX001,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,,,
186,Mexico,Criminal Violence in Mexico,MEX002,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,,,
187,Mexico,Mixed Migration in Mexico,MEX003,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,,,
188,Micronesia,,FSM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
189,Moldova,,MDA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
190,Mongolia,,MNG001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
191,Montenegro,,MNE001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
192,Morocco,,MAR001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
193,Morocco,Mixed migration flows in Morocco,MAR002,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
194,Mozambique,Complex crisis in Mozambique,MOZ001,Decreasing,-,-,-,3.8,3.7,3.7,3.2,3.2,3,3.2,3.5,3.5,3.5,3.5,3.2,3.2,3.2,3.2,3,3,3.2,,,
195,Mozambique,Drought in Mozambique,MOZ002,-,-,3.3,3.3,3.3,3.3,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
196,Mozambique,Tropical Cyclone Idai in Mozambique,MOZ003,-,-,-,3.4,3.4,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
197,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,Increasing,-,-,x,x,x,x,x,x,x,x,x,x,x,2.2,2,2,2.5,2.6,2.8,2.9,2.9,,,
198,Mozambique,Tropical Cyclone Kenneth in Mozambique,MOZ005,-,-,-,-,2.7,2.8,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
199,Mozambique,Food Security Crisis in Mozambique,MOZ006,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,2.8,,,
200,Myanmar,Multiple crises in Myanmar,MMR001,Decreasing,-,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.6,3.6,3.6,3.6,3.6,3.5,3.5,,,
201,Myanmar,Rakhine Conflict,MMR002,Stable,-,3.3,3.3,3.1,3.2,3.2,3.2,3.2,3.2,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,,,
202,Myanmar,Kachin and Shan Conflict,MMR003,Stable,-,2.6,2.6,2.3,2.4,2.3,2.3,2.3,2.3,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,,,
203,Namibia,,NAM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
204,Namibia,Food Security Crisis in Namibia,NAM002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2,,,
205,Nepal,,NPL001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
206,Nepal,Floods in Nepal,NPL002,-,-,-,-,-,-,-,1.6,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,,,
207,Nepal,Floods in Nepal,NPL003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
208,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,-,2.5,2.6,2.6,2.4,2.4,2.4,2.4,2.4,2.4,x,x,x,x,x,x,x,x,x,x,x,x,,,
209,Niger,Multiple crises in Niger,NER001,Increasing,-,3.1,3.2,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,,,
210,Niger,Boko Haram in Niger,NER002,Increasing,-,3.1,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.4,,,
211,Niger,Mali/Burkina Faso conflict,NER003,Stable,-,2.4,2.6,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.3,3.2,3.2,,,
212,Niger,Nigerian Refugees,NER004,Stable,-,-,-,-,-,-,-,-,-,-,-,2.5,2.6,2.6,2.5,2.5,2.5,2.7,2.6,2.6,2.5,,,
213,Niger,Floods in Niger,NER005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,,,
214,Nigeria,Complex crisis in Nigeria,NGA001,Stable,3.5,3.5,4,4.1,3.8,3.8,4.1,4.1,4.1,4.1,4.1,4.1,4,3.4,3.7,4.2,4.2,4.2,4.2,4.2,4.2,,,
215,Nigeria,Food insecurity in Nigeria,NGA002,-,3.6,3.6,3.5,3.6,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
216,Nigeria,Middle belt conflict,NGA003,-,2.1,2,2.7,2.8,2.8,2.8,2.8,2.8,2.8,x,x,x,x,x,x,x,x,x,x,x,x,,,
217,Nigeria,Boko Haram crisis in Nigeria,NGA004,Stable,4,4,4,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4,3.7,4,4,4.1,4.1,4.1,4.1,4.1,,,
218,Nigeria,Cameroon Refugees in Nigeria,NGA005,-,1.5,1.5,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
219,Nigeria,Floods in Nigeria,NGA006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
220,Nigeria,Northwest Banditry,NGA007,Stable,-,-,-,-,-,-,-,-,-,-,-,x,x,2.6,2.5,2.5,2.6,2.6,2.6,2.5,2.6,,,
221,Nigeria,Cameroonian Refugees in Nigeria,NGA008,Stable,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.5,2.4,2.5,2.5,2.5,2.5,2.5,2.4,,,
222,"Nigeria, Niger, Chad, Cameroon",Regional Boko Haram Crisis,REG001,Decreasing,-,-,4.2,4.2,4.2,4.2,-,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.1,4.1,4.1,4.1,4.1,,,
223,North Macedonia,,NMK001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
224,Oman,,OMN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
225,Pakistan,Complex crisis in Pakistan,PAK001,Stable,-,4.1,4.1,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,,,
226,Pakistan,Drought in Pakistan,PAK002,-,-,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
227,Pakistan,Conflict in Pakistan,PAK003,-,-,4.1,4.1,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
228,Pakistan,Kashmir conflict in Pakistan,PAK004,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
229,Palau,,PLW001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
230,Palestine,,PSE001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
231,Palestine,Conflict in Palestine,PSE002,Stable,-,-,-,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.9,3.9,,,
232,"Palestine, Lebanon, Jordan",Palestinian Regional Crisis,REG009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
233,Panama,,PAN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
234,Panama,Venezuela displacement in Panama,PAN002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
235,Papua New Guinea,,PNG001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
236,Papua New Guinea,Complex crisis in PNG,PNG002,-,-,x,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,,,
237,Papua New Guinea,Floods in Papua New Guinea,PNG003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
238,Paraguay,,PRY001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
239,Peru,,PER001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
240,Peru,Venezuela displacement in Peru,PER002,Stable,-,1.5,1.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,,,
241,Philippines,Multiple crises in the Philippines,PHL001,Stable,-,-,-,-,-,-,-,-,-,-,-,2.7,3.4,3.4,2.7,2.4,2.5,2.5,2.5,2.5,2.4,,,
242,Philippines,Flooding in Davao Oriental,PHL002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
243,Philippines,Mindanao conflict,PHL003,Stable,-,-,1.1,1.8,2,1.8,2.2,2.2,2.1,2.1,2.2,2.2,2.4,2.4,2.4,2.2,2.2,2.2,2.2,2.2,2.2,,,
244,Philippines,Mindanao Earthquake,PHL004,Decreasing,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,1.8,,,
245,Philippines,Typhoon Tisoy,PHL005,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.7,1.7,-,-,-,-,-,-,-,,,
246,Philippines,Typhoon Phanfone,PHL006,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,2.1,-,-,-,-,-,-,,,
247,Philippines,Taal Volcano in Philippines,PHL007,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1.5,-,-,-,-,-,-,,,
248,Philippines,Typhoon Ambo Philippines,PHL008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,-,,,
249,Qatar,,QAT001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
250,Romania,,ROU001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
251,Rwanda,,RWA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
252,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,Stable,-,1.4,1.4,1.6,1.6,1.6,1.6,1.6,1.6,2.3,2.3,2.3,2.3,2.2,2,2,1.9,1.9,1.9,2,1.9,,,
253,Saint Lucia,,LCA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
254,Samoa,,WSM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
255,Sao Tome and Principe,,STP001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
256,Saudi Arabia,,SAU001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
257,Senegal,,SEN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
258,Senegal,Drought in Senegal,SEN002,Decreasing,-,-,-,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.4,2.4,2.4,2.4,,,
259,Serbia,,SRB001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
260,Seychelles,,SYC001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
261,Sierra Leone,,SLE001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
262,Solomon Islands,,SLB001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
263,Somalia,Complex crisis in Somalia,SOM001,Stable,-,-,-,4.1,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,,,
264,Somalia,Mixed Migration Flows in Somalia,SOM002,Stable,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,2,2,2,2,2,1.9,,,
265,Somalia,Floods in Somalia,SOM003,-,-,-,-,-,-,-,-,-,-,-,3.2,3.1,3.1,3.1,3.1,-,-,-,-,-,-,,,
266,Somalia,Floods in Somalia,SOM004,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,3.3,3.1,3,,,
267,South Africa,,ZAF001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
268,South Sudan,Complex crisis in South Sudan,SSD001,Increasing,-,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.4,,,
269,South Sudan,Floods in South Sudan,SSD002,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,3.1,3.1,3.1,-,-,-,-,-,-,,,
270,Spain,,ESP001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
271,Spain,Mixed migration flows in Spain,ESP002,-,-,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
272,Sri Lanka,,LKA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
273,St. Kitts and Nevis,,KNA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
274,St. Vincent and the Grenadines,,VCT001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
275,Sudan,Complex crisis in Sudan,SDN001,Stable,-,3.9,3.9,4,3.9,4,4,4,4,4.1,4.1,4.1,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,,,
276,Sudan,Conflict and food security in Sudan,SDN002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
277,Sudan,Eritrean refugees in Sudan,SDN003,-,-,2.1,2.1,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,2.7,-,-,-,-,-,-,-,-,-,,,
278,Sudan,South Sudanese refugees in Sudan,SDN004,-,-,2.6,2.6,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,-,-,-,-,-,-,-,-,-,,,
279,Sudan,Refugees in Sudan,SDN005,Stable,-,-,-,-,-,-,-,-,-,-,-,-,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,,,
280,Sudan,Floods in Sudan ,SDN006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.6,,,
281,Suriname,,SUR001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
282,Syria,Syrian conflict,SYR001,Stable,4.9,4.9,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,,,
283,"Syria, Turkey, Iraq, Egypt, Jordan, Lebanon",Syrian Regional Crisis,REG004,Stable,-,-,-,-,4.1,4.2,-,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,,,
284,Tajikistan,,TJK001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
285,Tanzania,,TZA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
286,Tanzania,International Displacement in Tanzania,TZA002,Increasing,-,-,-,2.2,2.2,2.1,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,2.5,1.7,,,
287,Thailand,Multiple situations in Thailand,THA001,Stable,-,x,x,x,x,x,x,x,x,x,x,x,2.8,2.8,2.1,2.1,2.1,2.1,2.1,2.1,2.1,,,
288,Thailand,Conflict in southern Thailand ,THA002,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
289,Thailand,Myanmar refugees in Thailand,THA003,Stable,-,1.2,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,,,
290,Timor Leste,,TLS001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
291,Togo,,TGO001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
292,Tokelau,,TKL001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
293,Tonga,,TON001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
294,Trinidad and Tobago,,TTO001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
295,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,Stable,-,0.9,0.9,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.7,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,,,
296,Tunisia,,TUN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
297,Tunisia,Mixed migration flows in Tunisia,TUN002,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
298,Turkey,Complex situation in Turkey,TUR001,Stable,-,-,-,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,,,
299,Turkey,Syrian Refugees in Turkey,TUR002,Stable,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,,,
300,Turkey,Mixed Migration Flows in Turkey,TUR003,Stable,-,-,-,3.3,3.3,3.3,3.2,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,,,
301,Turkey,Kurdish Conflict,TUR004,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
302,"Turkey, Greece",Eastern Mediterranean Route ,REG006,-,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
303,Turkmenistan,,TKM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
304,Tuvalu,,TUV001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
305,Uganda,Multiple crises in Uganda,UGA001,Stable,-,2.9,2.9,3.1,3.1,3,2.9,2.9,2.9,2.9,-,-,-,-,-,-,2.9,2.9,2.9,2.9,2.9,,,
306,Uganda,South Sudanese refugees in Uganda,UGA002,-,-,2.8,2.8,2.6,2.6,2.5,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,,,
307,Uganda,DRC refugees in Uganda,UGA003,-,-,2.3,2.3,2.4,2.4,2.3,2.3,2.3,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,,,
308,Uganda,Drought in Uganda,UGA004,-,-,2,2.2,2.4,2.4,2.3,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,,,
309,Uganda,International Displacement in Uganda,UGA005,Stable,-,-,-,-,-,-,-,-,-,-,3,2.8,3,3,3,3,2.9,2.9,2.9,2.9,2.9,,,
310,Uganda,Floods and Landslides in Uganda,UGA006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,x,,,
311,Ukraine,,UKR001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
312,Ukraine,Conflict in Ukraine,UKR002,Stable,-,3.3,3.3,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,,,
313,Uruguay,,URY001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
314,Uzbekistan,,UZB001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
315,Vanuatu,,VUT001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
316,Vanuatu,Cyclone Harold in Vanuatu,VUT002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,2,2,2,2,2,,,
317,Venezuela,Complex crisis in Venezuela,VEN001,Stable,4.2,4.2,4.2,3.9,3.9,4,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,,,
318,"Venezuela, Brazil, Colombia, Ecuador, Peru, Trinidad and Tobago",Venezuela Regional Crisis,REG002,Stable,-,-,-,3.7,3.7,3.7,-,3.7,3.7,3.6,3.6,3.6,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,,,
319,Vietnam,,VNM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
320,Western Sahara,,ESH001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
321,Yemen,Conflict in Yemen,YEM001,Stable,-,-,-,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,,,
322,Yemen,Mixed migration flows in Yemen,YEM002,Decreasing,-,-,-,3,3,3,3,2.9,2.9,3,3,3,3,2.9,2.9,2.9,3.1,2.9,2.9,2.9,2.9,,,
323,Zambia,,ZMB001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
324,Zambia,Drought in Zambia,ZMB002,Increasing,-,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.9,2.7,2.7,2.7,2.8,2.8,2.8,2.8,,,
325,Zimbabwe,Complex crisis in Zimbabwe,ZWE001,Stable,-,3.6,3.8,3.9,3.9,3.9,3.9,3.9,3.7,3.7,3.7,3.7,3.9,3.7,3.9,3.7,3.7,3.7,3.7,3.7,3.7,,,
326,Zimbabwe,Tropical Cyclone Idai in Zimbabwe,ZWE002,-,-,-,2.7,3.2,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
327,Zimbabwe,Malaria Outbreak in Zimbabwe,ZWE003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.6,2.6,,,
