,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
60,Djibouti,Drought in Djibouti,DJI003,Increasing,-,2.6,2.8,2.8,2.9,2.8,2.8,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3.1,3.1,3.1,2.8,2.8,2.8,2.8,2.8,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.6,2.9,2.8,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9
61,,,DJI004,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.3,2.3,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62,Dominican Republic,Venezuela displacement in Dominican Republic,DOM002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.8,1.8,1.8,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
63,Algeria,Mixed migration flows in Algeria,DZA002,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.7,2.7
64,Algeria,Sahrawi refugees in Algeria,DZA003,Stable,-,2.2,2.2,1.6,1.6,1.6,1.6,1.6,1.6,1.6,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3
65,Algeria,Multiple crises in Algeria,DZA004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.6,2.7,2.7,2.7,2.7,2.8
66,Ecuador,Venezuela displacement in Ecuador,ECU002,Increasing,-,1.7,1.7,2.3,2.3,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.5,2.5,2.5,2.5,2.5,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7
67,,,EGY001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-
68,,,EGY002,-,-,1,1,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.4,2.4,3.1,3.1,2.9,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.9,2.9,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.7,1.7,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-
69,,,EGY003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,-,-,-,-,-,-,-,-,-,-,-,-
70,Egypt,Refugees in Egypt,EGY004,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,2,2,2,2.2,2.3,2.3,2.3,2.3,2.3,2.1,2.1
71,Eritrea,Complex crisis in Eritrea,ERI001,Decreasing,-,3.4,3.4,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.5,3.5,3.6,3.6,3.6,3.6,3.3,3.3,3.2
72,Spain,Mixed migration flows in Spain,ESP002,Increasing,-,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,1.5,1.5,1.5,1.6,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.6,1.6,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9
73,Estonia,Displacement from Russia-Ukraine conflict in Estonia,EST002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2
74,Ethiopia,Complex crisis in Ethiopia,ETH001,Increasing,-,-,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.5,4.6,4.6,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4,4,4.1,4.1,4.3,4.4,4.3,4.3,4.3,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.4,4.4,4.3
75,,,ETH002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.4,2.4,2.4,2.7,2.6,2.6,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,Ethiopia,International Displacement,ETH003,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,3,3,3,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3,2.6,3,3,3,3,3.2,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3,3.1,3.1
77,Ethiopia,Northern Ethiopia Conflict,ETH004,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2,3.7,3.7,3.7,3.7,3.7,4.4,4.4,4.4,4.4,4.4,4.3,4.4,4.4,4.4,4.4,4.4,4.3,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.2,4.1,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.2,4.2,4.2
78,Ethiopia,Drought in Ethiopia,ETH005,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.6,2.8,2.8,3.5,3.5,3.5,3.7,3.7,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.7,3.6,3.7,3.6,3.6,3.6,3.6,3.6,4.1,4.1,4.2
79,,,FJI002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.4,1.4,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
80,,,GMB002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,1.7,1.6,1.6,1.6,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
81,Greece,Mixed migration flows in Greece,GRC002,Stable,-,1,1,1.7,1.5,1.5,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2,1.9,2,2.1,2.2,1.9,1.9,1.9,1.8,1.8,1.8,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.4,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.6,1.5,1.9,1.9,1.9,2.1,2.1,2.2,2.2,2.1,2.1,2.2,2.2,2.1,2.1
82,Guatemala,Complex crisis in Guatemala,GTM001,Decreasing,-,3.4,3.4,4,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.4,3.4,3.5
83,,,GTM003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,Honduras,Complex crisis in Honduras,HND001,Stable,-,2.3,2.3,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.5
85,,,HND002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,Haiti,Complex crisis in Haiti,HTI001,Decreasing,3.4,2.9,2.9,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.2,4.2,4.2,4.3,4.3,4.3,4,4,4
87,,,HTI002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3,3.1,2.9,3.1,3.1,3.1,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3,3,3,3,3,-,-,-,-,-,-
88,Hungary,Displacement from Russia-Ukraine conflict in Hungary,HUN002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,1.4,1.3,1.4,1.4,2.5,2.6,2.6,2.6,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.2,1.3,1.3,1.6,1.6,1.6,1.6,1.6,1.5
89,,,IDN001,-,-,2.3,2.3,2.8,2.8,2.8,2.1,2.1,2.1,2.1,2.1,2.1,1.9,1.9,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,Indonesia,Papua Conflict,IDN002,Stable,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2.1,2.1,2.2,2.3,2.3,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
91,,,IDN003,-,-,-,-,-,-,-,1.2,1.2,1.2,1.4,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
92,,,IDN005,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.4,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,,,IDN006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94,,,IDN007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-
95,,,IDN008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.1,2.3,2.3,2.3,2,2,2,2,-,-,-,-,-,-,-,-
96,,,IND001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,3,2.9,3,2.7,2.8,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97,,,IND002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98,,,IND003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.5,2.5,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99,,,IND004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,,,IND005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.6,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
101,,,IRN002,-,-,-,-,3.2,3.1,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102,,,IRN003,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103,Iran,Afghan Refugees in Iran,IRN004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.6,3.6,3.7,3.7,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
104,Iraq,Multiple crises in Iraq,IRQ001,Decreasing,-,4.3,4.3,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,3.9,3.9,4,4,4,4,4,4,4,3.9,3.9,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3,3
105,Iraq,Conflict  in Iraq,IRQ002,Decreasing,-,4.4,4.3,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.1,4.1,4.1,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.2,3.9,3.9,3.9,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,2.8,2.8
106,Iraq,Syrian and Palestinian refugees in iraq,IRQ003,Decreasing,-,2.5,2.4,3.2,3.1,3.2,3.2,3.2,3.2,3.2,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3,3,3,3,3,3,3,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2
107,Italy,Mixed migration flows in Italy,ITA002,Increasing,-,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,1.9,2,2,2.1,2.1,2.1,2.6,2.6,2.6,2.1,2.1,2.2,2.1,2.1,2.2,2.2,2.2
108,,,JOR001,-,-,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
109,Jordan,Syrian refugees in Jordan,JOR002,Decreasing,-,1.6,1.6,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.7,2.7,2.7,2.7,2.7,2.8,2.7,3.1,3.1,3.1,3.1,3.1,2.9,2.9,2.9,2.9,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.9,2.9,3,3,3,2.9,2.9,3.1,2.8,2.8,2.8,2.7,2.8
110,,,JOR003,-,-,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,Kenya,Multiple crisis in Kenya ,KEN001,Stable,-,-,-,-,-,3.1,3.1,3.1,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.5,3.1,3.1,3.1,3.1,3,3,3,-,-,-,-,-,-,-,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.3,3.3,3.6,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.6,3.5,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5
112,Kenya,Refugee situation in Kenya,KEN002,Decreasing,-,2,2,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9,2.9,2.9
113,Kenya,Drought in Kenya,KEN003,Decreasing,-,-,-,-,-,3,3.1,3.1,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.4,3.4,3,3,2.9,2.9,3,2.9,2.9,-,-,-,-,-,-,-,2.8,2.9,2.9,2.9,2.9,2.9,3.2,3.2,3.2,3.5,3.5,3.5,4,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.8,3.7,3.4,3.4,3.4,3.4,3.4,3.1,3.2,3.2
114,,,KEN004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,,,KEN005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
116,,,LAO002,-,-,-,-,-,-,-,-,-,-,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,,,LAO003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,1.5,1.5,1.5,-,-,-,-,-
118,,,LBN001,-,-,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
119,Lebanon,Syrian refugees in Lebanon,LBN002,Stable,-,2.4,2.4,2.9,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.2,3.1,3.2,3.2,3.2,3.2,3.2,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.2,3.2,3.2,3.2,3.3,3.1,3.1
120,,,LBN003,-,-,1.4,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
121,,,LBN004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.3,3.3,3.3,3.4,3.5,3.5,3.5,3.5,3.5,3.6,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.5,3.5,3.5,3.6,3.6,3.6,3.4,3.4,3.5,3.4,3.4,3.5,3.5,3.7,3.5,3.4,3.5,3.5,3.5,3.6,3.6,3.6,3.5,-,-
122,,,LBN005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,3.2,3.1,3.2,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
123,Lebanon,Complex crisis in Lebanon,LBN006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,3.5
