,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
108,,,MEX004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,1.7,-,-,-,-,-,-,-,-,-
109,Mali,Complex crisis in Mali,MLI001,Stable,3.6,3.8,3.8,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4.1,4.3,4.4,4.4,4.4,4.4,4.4
110,Myanmar,Multiple crises in Myanmar,MMR001,Increasing,-,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,4,4,4,4,4
111,Myanmar,Rakhine Conflict,MMR002,Stable,-,3.3,3.3,3.1,3.2,3.2,3.2,3.2,3.2,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.7,3.7,3.7,3.7,3.7
112,Myanmar,Kachin and Shan Conflict,MMR003,Stable,-,2.1,2.1,2.3,2.4,2.3,2.3,2.3,2.3,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,3.1,3.1,3.1,3.1,3.2,3.3,3.3,3.3,3.3,3.3
113,Myanmar,Post-coup Violence in Myanmar,MMR004,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,3.5,3.5,3.5,3.5,3.5
114,,,MOZ001,-,-,-,-,3.8,3.7,3.7,3.2,3.2,3.2,3.2,3.4,3.4,3.5,3.5,3.2,3.2,3.2,3.2,3,3,3,3.2,3.3,3.3,3.6,3.6,3.6,3.6,3.6,3.6,-,-,-,-,-
115,,,MOZ002,-,-,3.3,3.3,3.3,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
116,,,MOZ003,-,-,-,3.1,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
117,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2.6,2.6,2.8,2.9,2.9,2.9,2.1,2.1,3.5,3.5,3.5,3.5,3.5,3.6,3.5,3.5,3.5,3.5,3.5
118,,,MOZ005,-,-,-,-,2.7,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
119,,,MOZ006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3,3,3.4,3.4,3.4,3.4,3.4,3.5,-,-,-,-,-
120,,,MOZ007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,-,-,-,-,-
121,,,MRT001,-,-,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
122,Mauritania,Refugees from Mali in Mauritania,MRT002,Decreasing,-,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.1,2.1,2.1,2.1
123,Mauritania,Food Security in Mauritania,MRT003,Stable,-,3,3,3,2.7,2.8,2.9,2.9,2.9,2.9,2.8,2.8,2.6,2.6,2.6,2.6,2.6,2.7,2.7,3,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.9
124,Malawi,Complex crisis in Malawi,MWI002,Decreasing,-,-,2.9,3,3.1,3.1,3.1,2.7,2.7,2.5,2.5,2.5,2.6,2.6,2.7,2.7,2.6,2.7,2.7,2.6,2.6,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3,3,2.8,2.8,3
125,,,MWI003,-,-,-,-,-,2.7,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
126,Malaysia,International Refugees in Malaysia,MYS001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,1.6,1.6,1.7,1.8,1.8,1.8,1.8,1.8
127,Namibia,Food Security Crisis in Namibia,NAM002,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.3,2.3,2.3,2.3,2.3
128,Niger,Multiple crises in Niger,NER001,Stable,-,3.1,3.2,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.9,3.9,3.9,3.9,3.9
129,Niger,Boko Haram in Niger,NER002,Stable,-,3.1,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.4,3.4,3.4,3.4,2.9,2.9,2.9,2.9,2.9,3,3.1,3.1,3.1,3.1,3.1
130,Niger,Mali/Burkina Faso conflict,NER003,Stable,-,2.4,2.6,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.4,3.4,3.4,3.4,3.4
131,Niger,Nigerian Refugees,NER004,Stable,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.5,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.4,2.5,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8
132,,,NER005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.9,2.9,2.9,-,-,-,-,-,-,-,-,-,-
133,Nigeria,Complex crisis in Nigeria,NGA001,Increasing,3.5,3.5,4,4.1,3.8,3.8,4.1,4.1,4.1,4.1,4.1,4.1,4,4,3.7,4.2,4.1,4.2,4.2,4.2,4.2,4.2,4,4,4,4.1,4.1,4.1,4.1,4.1,4.2,4.3,4.3,4.3,4.3
134,,,NGA002,-,3.6,3.6,3.5,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,Nigeria,Middle belt conflict,NGA003,Increasing,2.1,2,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.8,3.5,3.5,3.5,3.3
136,Nigeria,Boko Haram crisis in Nigeria,NGA004,Increasing,4,4,4,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4,4.1,4.1,4.1,4.1,4,4.1,4.1,4.1,4,4.1,4.1,4.1,4.1,4.2,4.3,4.3,4.3,4.3
137,,,NGA005,-,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
138,Nigeria,Northwest Banditry,NGA007,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.9,3,3.9,3.9,3.9,3.8
139,Nigeria,Cameroonian Refugees in Nigeria,NGA008,Stable,-,-,-,-,-,-,-,-,-,-,-,-,2,2.4,2.4,2.5,2.5,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1
140,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,-,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
141,,,NIC002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.4,2.4,2.4,-,-
142,,,NPL002,-,-,-,-,-,-,-,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
143,Pakistan,Complex crisis in Pakistan,PAK001,Stable,-,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.8,3.8,3.9,3.9,3.9,3.9,3.9
144,,,PAK002,-,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
145,,,PAK003,-,-,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
146,Pakistan,Kashmir conflict in Pakistan,PAK004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
147,,,PAN002,-,-,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
148,Peru,Venezuela displacement in Peru,PER002,Increasing,-,1.5,1.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.3,2.3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,3.1
149,,,PHL001,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,3.4,2.7,2.4,2.4,2.5,2.5,2.5,2.5,2.4,3,3,3,3,3,3,-,-,-,-,-,-,-
150,Philippines,Mindanao conflict,PHL003,Decreasing,-,-,1.1,1.8,2,1.8,2.2,2.2,2.2,2.1,2.2,2.2,2.2,2.4,2.4,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.4,2.4,2.3
151,,,PHL004,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,-,-,-,-,-,-,-
152,,,PHL005,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
153,,,PHL006,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
154,,,PHL007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
155,,,PHL008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
156,,,PHL009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-
157,,,PNG002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
158,DPRK,Complex crisis in DPRK,PRK001,Stable,3.6,3.6,3.6,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.1,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4,4,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
159,Palestine,Conflict in Palestine,PSE002,Decreasing,-,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4,4,4,4,4.2,4.3,4.3,4.3,4.3,4
160,"Nigeria,Niger,Chad,Cameroon",Regional Boko Haram Crisis,REG001,Stable,-,-,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.1,4,4,4,4,4,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.3,4.4,4.4,4.4,4.4,4.4
161,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago",Venezuela Regional Crisis,REG002,Stable,-,-,-,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9
162,"India,Pakistan",Regional Kashmir conflict,REG003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
163,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,Stable,-,-,-,-,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4,4,4,4,4,4.3,4.3,4.3,4.5,4.5,4.5,4.5,4.6,4.7,4.7,4.7,4.7,4.7
164,"Turkey,Greece",Eastern Mediterranean Route ,REG006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,3.2,3.2
165,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
166,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
167,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,Decreasing,-,-,-,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.4,3.4,3.4,3.4,3.3,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.8,3.8,3.8,3.8,3.5
168,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe",Southern Africa Regional Food Security Crisis,REG012,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6,3.5,3.5,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.9,3.7,3.7,3.7,3.7,3.8
169,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
170,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,Increasing,-,1.4,1.4,1.6,1.6,1.6,1.6,1.6,1.6,2.3,2.3,2.3,2.3,2.3,2,2,1.8,1.9,1.9,1.9,1.8,1.9,2,2,1.9,1.9,1.9,1.9,1.9,1.9,2.2,2.2,2.2,2.2,2.2
171,Sudan,Complex crisis in Sudan,SDN001,Stable,-,3.9,3.9,4,3.9,4,4,4,4,4.1,4.1,4.1,4.1,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.3,4.3,4.2,4.2,4.4,4.5,4.5,4.5,4.5,4.5
172,,,SDN002,-,-,3.9,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
173,,,SDN003,-,-,2.1,2.1,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,,,SDN004,-,-,2.6,2.6,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
175,Sudan,Refugees in Sudan,SDN005,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4,3.9,3.9,3.8,3.8,3.5,3.4,3.4,3.4,3.4,3.4
176,Sudan,Floods in Sudan ,SDN006,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.6,2.6,2.5,2.5,2.7
177,Sudan,Refugees from Ethiopia,SDN007,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.1,2.1,2.4,2.4,2.5,2.6,2.6,2.6,2.6,2.6
178,Sudan,Violence West-Darfur,SDN008,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.9,3.3,3.3,3.3,3.3,3.2
179,Senegal,Drought in Senegal,SEN002,Stable,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.7,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
180,El Salvador,Complex crisis in El Salvador,SLV001,Stable,-,2.8,2.8,3,3,3,3,3,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3,3,3,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.2
181,Somalia,Complex crisis in Somalia,SOM001,Decreasing,3.6,3.6,3.6,4.1,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4,4,4,4,4.4,4.4,4.4,4.5,4.6,4.6,4.6,4.6,4.4
182,Somalia,Mixed Migration Flows in Somalia,SOM002,Stable,-,-,-,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,2,2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.9,2,2,2,2,2.1
183,,,SOM004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3,3.1,3.1,-,-,-
184,Somalia,Drought in Somalia,SOM005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6
185,South Sudan,Complex crisis in South Sudan,SSD001,Increasing,-,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.6,4.6,4.6,4.6,4.6
186,,,SSD002,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,3.1,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
187,Eswatini,Food Security Crisis in Eswatini,SWZ001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.3,2.3,2.3,2.3,2.5
188,Syria,Syrian conflict,SYR001,Stable,4.9,4.9,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.7,4.9,4.9,4.9,4.9,4.9,5,5,5,5,5
189,Chad,Complex crisis in Chad,TCD001,Stable,-,-,-,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.3
190,,,TCD002,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
191,Chad,Boko Haram in Chad,TCD003,Increasing,-,-,-,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.8,3.8,3.8,3.8,3.8
192,Chad,CAR refugees in Chad,TCD004,Increasing,-,-,-,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.5,3.5,3.5,3.5,3.5
193,Chad,Darfur refugees in Chad,TCD005,Increasing,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.5,3.5,3.5,3.5,3.5
194,Chad,Tibesti Conflict in Chad,TCD006,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.8,2.8,2.8,2.8,2.8
195,,,TCD008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.6,2.6,2.6,2.6,-,-,-,-,-,-,-,-,-,-
196,Thailand,Multiple situations in Thailand,THA001,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,2.1,2.1,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,1.9,2,2,2,2.1,2.1,2.1,2.1,2.1,2,2
197,Thailand,Conflict in southern Thailand ,THA002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
198,Thailand,Myanmar refugees in Thailand,THA003,Stable,-,1.2,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.3,2.3,2.3,2.3
199,,,TLS002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.3,1.3,1.3,1.3,-,-,-
200,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,Stable,-,0.9,0.9,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.7,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
201,Tunisia,Mixed migration flows in Tunisia,TUN002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
202,Turkey,Complex situation in Turkey,TUR001,Increasing,-,-,-,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.4,3.4,3.4
203,Turkey,Syrian Refugees in Turkey,TUR002,Increasing,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.5,3.5,3.5,3.5,3.5
204,Turkey,Mixed Migration Flows in Turkey,TUR003,Increasing,-,-,-,3.3,3.3,3.3,3.2,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.4,3.4,3.4,3.4,3.4
205,Turkey,Kurdish Conflict,TUR004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
206,Tanzania,International Displacement in Tanzania,TZA002,Increasing,1.5,1.5,1.5,2.2,2.2,2.1,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.5,2.4,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.5,2.5,2.5,2.5,2.4
207,,,UGA001,-,-,2.9,3,3.1,3.1,3,2.9,2.9,2.9,2.9,-,-,-,-,-,-,2.9,2.9,2.9,2.9,2.9,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.1,-,-,-,-,-,-
208,,,UGA002,-,-,2.8,2.8,2.6,2.6,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209,,,UGA003,-,-,1.9,1.9,2.4,2.4,2.3,2.3,2.3,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210,,,UGA004,-,-,2,2.2,2.4,2.4,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
211,Uganda,International Displacement in Uganda,UGA005,Stable,-,-,-,-,-,-,-,-,-,-,3,2.8,2.8,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2
212,,,UGA006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,Ukraine,Conflict in Ukraine,UKR002,Stable,-,3.3,3.3,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6
214,,,VCT002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,1.5,1.6,1.6,1.6,-,-,-
